datetime	depth	temp
2013-05-16	0.1	18.3691
2013-05-16	1	16.8125
2013-05-16	2	14.3444
2013-05-16	3	12.599
2013-05-16	4	10.5329
2013-05-16	5	8.383
2013-05-16	6	8.1063
2013-05-16	7	8.0174
2013-05-16	8	7.9723
2013-05-16	9	7.9523
2013-05-16	9.2	7.9491
2013-05-21	0.1	18.9194
2013-05-21	1	17.4362
2013-05-21	2	15.1035
2013-05-21	3	13.5105
2013-05-21	4	11.1806
2013-05-21	5	8.8232
2013-05-21	6	8.6623
2013-05-21	7	8.6405
2013-05-21	8	8.6389
2013-05-21	9	8.5793
2013-05-21	9.2	8.5808
2013-05-23	0.1	21.0439
2013-05-23	1	18.9733
2013-05-23	2	15.155
2013-05-23	3	13.0946
2013-05-23	4	9.7319
2013-05-23	5	8.7984
2013-05-23	6	8.7454
2013-05-23	7	8.7063
2013-05-23	8	8.6967
2013-05-23	9	8.6999
2013-05-23	9.2	8.6967
2013-05-30	0.1	22.1139
2013-05-30	1	20.1045
2013-05-30	2	17.4293
2013-05-30	3	14.3122
2013-05-30	4	10.4886
2013-05-30	5	9.3129
2013-05-30	6	9.2378
2013-05-30	7	9.2088
2013-05-30	8	9.1933
2013-05-30	9	9.1663
2013-05-30	9.2	9.1481
2013-06-04	0.1	23.6841
2013-06-04	1	22.9911
2013-06-04	2	18.5316
2013-06-04	3	14.8309
2013-06-04	4	10.9825
2013-06-04	5	9.5937
2013-06-04	6	9.5137
2013-06-04	7	9.4918
2013-06-04	8	9.4638
2013-06-04	9	9.4483
2013-06-04	9.2	9.4378
2013-06-06	0.1	21.9342
2013-06-06	1	22.1384
2013-06-06	2	19.1041
2013-06-06	3	14.7292
2013-06-06	4	10.6863
2013-06-06	5	9.6415
2013-06-06	6	9.6125
2013-06-06	7	9.5995
2013-06-06	8	9.587
2013-06-06	9	9.5774
2013-06-06	9.2	9.564
2013-06-13	0.1	23.6155
2013-06-13	1	21.2973
2013-06-13	2	17.8329
2013-06-13	3	15.0406
2013-06-13	4	11.1132
2013-06-13	5	9.9824
2013-06-13	6	9.9076
2013-06-13	7	9.899
2013-06-13	8	9.8665
2013-06-13	9	9.8544
2013-06-13	9.2	9.8544
2013-06-20	0.1	22.9495
2013-06-20	1	22.0662
2013-06-20	2	19.4899
2013-06-20	3	16.0306
2013-06-20	4	12.3289
2013-06-20	5	10.2437
2013-06-20	6	10.1438
2013-06-20	7	10.1072
2013-06-20	8	10.0617
2013-06-20	9	10.0393
2013-06-20	9.2	10.0393
2013-06-25	0.1	26.0938
2013-06-25	1	24.8265
2013-06-25	2	20.5779
2013-06-25	3	16.5833
2013-06-25	4	12.032
2013-06-25	5	10.3535
2013-06-25	6	10.2116
2013-06-25	7	10.1434
2013-06-25	8	10.064
2013-06-25	9	9.989
2013-06-25	9.2	9.946
2013-06-27	0.1	25.412
2013-06-27	1	24.645
2013-06-27	2	20.5132
2013-06-27	3	15.6251
2013-06-27	4	11.767
2013-06-27	5	10.3672
2013-06-27	6	10.1705
2013-06-27	7	10.1031
2013-06-27	8	10.0414
2013-06-27	9	9.9304
2013-06-27	9.2	9.9542
2013-07-03	0.1	24.0484
2013-07-03	1	23.3826
2013-07-03	2	20.933
2013-07-03	3	17.8627
2013-07-03	4	13.1795
2013-07-03	5	10.6886
2013-07-03	6	10.1828
2013-07-03	7	10.1177
2013-07-03	8	10.0321
2013-07-03	9	9.9384
2013-07-03	9.2	9.9194
2013-07-11	0.1	23.1061
2013-07-11	1	22.9678
2013-07-11	2	22.193
2013-07-11	3	20.4808
2013-07-11	4	18.5384
2013-07-11	5	13.3908
2013-07-11	6	12.1981
2013-07-11	7	10.6814
2013-07-11	8	10.4522
2013-07-11	9	10.304
2013-07-11	9.2	10.3089
2013-07-15	0.1	23.6396
2013-07-15	1	21.71
2013-07-15	2	19.6548
2013-07-15	3	18.5816
2013-07-15	4	16.7946
2013-07-15	5	12.8347
2013-07-15	6	11.4486
2013-07-15	7	10.9562
2013-07-15	8	10.6249
2013-07-15	9	10.3828
2013-07-15	9.2	10.3424
2013-07-18	0.1	26.7469
2013-07-18	1	24.09
2013-07-18	2	20.2772
2013-07-18	3	18.4522
2013-07-18	4	15.2251
2013-07-18	5	12.7367
2013-07-18	6	11.7618
2013-07-18	7	10.8921
2013-07-18	8	10.7223
2013-07-18	9	10.4812
2013-07-18	9.2	10.5038
2013-07-22	0.1	25.6721
2013-07-22	1	25.7582
2013-07-22	2	22.1224
2013-07-22	3	18.6909
2013-07-22	4	15.1236
2013-07-22	5	12.822
2013-07-22	6	11.3421
2013-07-22	7	10.726
2013-07-22	8	10.4698
2013-07-22	9	10.3509
2013-07-22	9.2	10.3509
2013-07-25	0.1	25.5124
2013-07-25	1	25.5099
2013-07-25	2	21.6997
2013-07-25	3	18.6965
2013-07-25	4	15.3726
2013-07-25	5	12.6316
2013-07-25	6	11.3559
2013-07-25	7	10.8254
2013-07-25	8	10.6168
2013-07-25	9	10.4625
2013-07-25	9.2	10.5104
2013-07-29	0.1	24.4282
2013-07-29	1	24.4394
2013-07-29	2	22.8287
2013-07-29	3	18.9286
2013-07-29	4	15.4791
2013-07-29	5	13.0373
2013-07-29	6	11.5471
2013-07-29	7	11.0436
2013-07-29	8	10.7226
2013-07-29	9	10.5122
2013-07-29	9.2	10.4464
2013-08-01	0.1	23.2921
2013-08-01	1	23.2441
2013-08-01	2	21.6745
2013-08-01	3	19.3149
2013-08-01	4	15.2983
2013-08-01	5	12.7248
2013-08-01	6	11.443
2013-08-01	7	11.0179
2013-08-01	8	10.7435
2013-08-01	9	10.5976
2013-08-01	9.2	10.5968
2013-08-08	0.1	23.5397
2013-08-08	1	23.3756
2013-08-08	2	22.2905
2013-08-08	3	20.0003
2013-08-08	4	16.1428
2013-08-08	5	12.3797
2013-08-08	6	11.6333
2013-08-08	7	11.5203
2013-08-08	8	11.2918
2013-08-08	9	11.2954
2013-08-08	9.2	11.2954
2013-08-12	0.1	27.0352
2013-08-12	1	27.0277
2013-08-12	8	13.0383
2013-08-12	9	12.4659
2013-08-12	9.2	12.4659
2013-08-28	0.1	23.7422
2013-08-28	1	23.7362
2013-08-28	2	21.7641
2013-08-28	3	18.8647
2013-08-28	4	14.6591
2013-08-28	5	12.4897
2013-08-28	6	12.3262
2013-08-28	7	12.2489
2013-08-28	8	12.2006
2013-08-28	9	12.1522
2013-08-28	9.2	12.1446
2013-09-18	0.1	20.3273
2013-09-18	1	20.3263
2013-09-18	2	20.3186
2013-09-18	3	20.2942
2013-09-18	4	15.9982
2013-09-18	5	13.1562
2013-09-18	6	12.9973
2013-09-18	7	12.9536
2013-09-18	8	12.9265
2013-09-18	9	12.9048
2013-09-18	9.2	12.8981
2013-09-25	0.1	19.4967
2013-09-25	1	19.4865
2013-09-25	2	19.4298
2013-09-25	3	18.8673
2013-09-25	4	15.5793
2013-09-25	5	13.3721
2013-09-25	6	13.2224
2013-09-25	7	13.1512
2013-09-25	8	13.1305
2013-09-25	9	13.1212
2013-09-25	9.2	13.0963
2013-10-16	0.1	17.5697
2013-10-16	1	17.5806
2013-10-16	2	17.5395
2013-10-16	3	17.3191
2013-10-16	4	16.7653
2013-10-16	5	14.0855
2013-10-16	6	13.2894
2013-10-16	7	13.2187
2013-10-16	8	13.2
2013-10-16	9	13.1806
2013-10-16	9.2	13.1762
2013-10-22	1	13.4
2013-10-22	8	12.4
2013-10-22	9	12.3
2013-10-22	9.2	12.3
2013-10-23	0.1	15.1589
2013-10-23	1	15.1606
2013-10-23	2	15.1611
2013-10-23	3	15.1535
2013-10-23	4	15.0865
2013-10-23	5	14.0126
2013-10-23	6	13.5906
2013-10-23	7	13.5597
2013-10-23	8	13.5415
2013-10-23	9	13.5333
2013-10-23	9.2	13.5315
2013-10-30	0.1	13.3158
2013-10-30	1	13.2477
2013-10-30	2	12.66
2013-10-30	3	12.5228
2013-10-30	4	12.4452
2013-10-30	5	12.4196
2013-10-30	6	12.4133
2013-10-30	7	12.4107
2013-10-30	8	12.4083
2013-10-30	9	12.4081
2013-10-30	9.2	12.4081
2013-11-06	0.1	12.0631
2013-11-06	1	12.0626
2013-11-06	2	11.9727
2013-11-06	3	11.9558
2013-11-06	4	11.9476
2013-11-06	5	11.9365
2013-11-06	6	11.9076
2013-11-06	7	11.8391
2013-11-06	8	11.8091
2013-11-06	9	11.7609
2013-11-06	9.2	11.7562
2013-11-20	0.1	8.593
2013-11-20	1	8.5959
2013-11-20	2	8.5757
2013-11-20	3	8.5705
2013-11-20	4	8.5689
2013-11-20	5	8.567
2013-11-20	6	8.5592
2013-11-20	7	8.5613
2013-11-20	8	8.5236
2013-11-20	9	8.4923
2013-11-20	9.2	8.4852
2013-12-04	0.1	5.0276
2013-12-04	1	4.9758
2013-12-04	2	4.8995
2013-12-04	3	4.8545
2013-12-04	4	4.7706
2013-12-04	5	4.5966
2013-12-04	6	4.5889
2013-12-04	7	4.583
2013-12-04	8	4.5796
2013-12-04	9	4.5798
2013-12-04	9.2	4.5802
2014-05-05	0.1	16.9798
2014-05-05	1	15.3713
2014-05-05	2	13.857
2014-05-05	3	12.257
2014-05-05	4	10.2151
2014-05-05	5	9.0168
2014-05-05	6	8.2895
2014-05-05	7	7.9926
2014-05-05	8	7.8383
2014-05-05	9	7.6969
2014-05-05	9.2	7.6701
2014-05-06	0.1	16.4702
2014-05-06	1	14.8694
2014-05-06	2	13.8676
2014-05-06	3	11.9106
2014-05-06	4	10.061
2014-05-06	5	8.7439
2014-05-06	6	8.3658
2014-05-06	7	8.0834
2014-05-06	8	7.7931
2014-05-06	9	7.6712
2014-05-06	9.2	7.7472
2014-05-07	0.1	17.578
2014-05-07	1	15.5915
2014-05-07	2	14.1978
2014-05-07	3	12.5523
2014-05-07	4	11.2282
2014-05-07	5	9.3939
2014-05-07	6	8.3528
2014-05-07	7	8.2139
2014-05-07	8	8.1798
2014-05-07	9	8.1796
2014-05-07	9.2	8.1677
2014-05-08	0.1	20.2692
2014-05-08	1	16.9945
2014-05-08	2	14.6551
2014-05-08	3	13.0853
2014-05-08	4	11.3356
2014-05-08	5	9.5826
2014-05-08	6	8.412
2014-05-08	7	8.3715
2014-05-08	8	8.3421
2014-05-08	9	8.3311
2014-05-08	9.2	8.3291
2014-05-09	0.1	20.4072
2014-05-09	1	16.8538
2014-05-09	2	14.6181
2014-05-09	3	12.7269
2014-05-09	4	10.8044
2014-05-09	5	8.9328
2014-05-09	6	8.4863
2014-05-09	7	8.4418
2014-05-09	8	8.4275
2014-05-09	9	8.4173
2014-05-09	9.2	8.4154
2014-05-10	0.1	20.6814
2014-05-10	1	17.6781
2014-05-10	2	15.0968
2014-05-10	3	12.8022
2014-05-10	4	10.6467
2014-05-10	5	8.7868
2014-05-10	6	8.6001
2014-05-10	7	8.5868
2014-05-10	8	8.5724
2014-05-10	9	8.544
2014-05-10	9.2	8.5508
2014-05-12	0.1	20.5112
2014-05-12	1	17.685
2014-05-12	2	15.4556
2014-05-12	3	13.1122
2014-05-12	4	11.204
2014-05-12	5	9.1706
2014-05-12	6	8.747
2014-05-12	7	8.7242
2014-05-12	8	8.7095
2014-05-12	9	8.6937
2014-05-12	9.2	8.6912
2014-05-14	0.1	20.4878
2014-05-14	1	18.1739
2014-05-14	2	15.9497
2014-05-14	3	13.7136
2014-05-14	4	11.1175
2014-05-14	5	8.9744
2014-05-14	6	8.8873
2014-05-14	7	8.8519
2014-05-14	8	8.8401
2014-05-14	9	8.8261
2014-05-14	9.2	8.8245
2014-05-15	0.1	20.4304
2014-05-15	1	18.1752
2014-05-15	2	16.2603
2014-05-15	3	14.0243
2014-05-15	4	11.0611
2014-05-15	5	9.101
2014-05-15	6	8.9439
2014-05-15	7	8.9255
2014-05-15	8	8.9076
2014-05-15	9	8.896
2014-05-15	9.2	8.891
2014-05-19	0.1	17.4641
2014-05-19	1	16.8225
2014-05-19	2	15.5635
2014-05-19	3	13.6437
2014-05-19	4	11.3787
2014-05-19	5	9.4125
2014-05-19	6	9.1863
2014-05-19	7	9.1667
2014-05-19	8	9.1464
2014-05-19	9	9.1357
2014-05-19	9.2	9.1362
2014-05-22	0.1	20.0705
2014-05-22	1	18.413
2014-05-22	2	16.3739
2014-05-22	3	14.0402
2014-05-22	4	11.4297
2014-05-22	5	9.3961
2014-05-22	6	9.3573
2014-05-22	7	9.3375
2014-05-22	8	9.3147
2014-05-22	9	9.3057
2014-05-22	9.2	9.3009
2014-05-26	0.1	21.4702
2014-05-26	1	19.9368
2014-05-26	2	16.8056
2014-05-26	3	14.5887
2014-05-26	4	11.3038
2014-05-26	5	9.5851
2014-05-26	6	9.5509
2014-05-26	7	9.585
2014-05-26	8	9.5119
2014-05-26	9	9.4783
2014-05-26	9.2	9.5098
2014-05-28	0.1	23.4184
2014-05-28	4	11.8327
2014-05-28	5	9.6812
2014-05-28	7	9.6021
2014-05-28	8	9.5931
2014-05-28	9	9.5671
2014-06-02	0.1	21.6818
2014-06-02	1	19.962
2014-06-02	2	18.4124
2014-06-02	3	15.1281
2014-06-02	4	11.1281
2014-06-02	5	9.8953
2014-06-02	6	9.8593
2014-06-02	7	9.8423
2014-06-02	8	9.8239
2014-06-02	9	9.8116
2014-06-02	9.2	9.811
2014-06-03	0.1	22.2024
2014-06-03	1	20.4293
2014-06-03	2	18.4713
2014-06-03	3	15.25
2014-06-03	4	11.6275
2014-06-03	5	9.9386
2014-06-03	6	9.9137
2014-06-03	7	9.8791
2014-06-03	8	9.8363
2014-06-03	9	9.8057
2014-06-03	9.2	9.8437
2014-06-04	0.1	22.5374
2014-06-04	1	21.3108
2014-06-04	2	18.671
2014-06-04	3	14.5405
2014-06-04	4	12.0121
2014-06-04	5	10.1352
2014-06-04	6	9.8751
2014-06-04	7	9.846
2014-06-04	8	9.7915
2014-06-04	9	9.733
2014-06-04	9.2	9.7124
2014-06-05	0.1	21.8775
2014-06-05	1	20.9391
2014-06-05	2	18.4131
2014-06-05	3	14.8614
2014-06-05	4	11.4549
2014-06-05	5	9.9408
2014-06-05	6	9.8436
2014-06-05	7	9.8056
2014-06-05	8	9.7567
2014-06-05	9	9.6823
2014-06-05	9.2	9.6694
2014-06-06	0.1	21.8883
2014-06-06	1	21.4176
2014-06-06	2	18.6724
2014-06-06	3	15.4424
2014-06-06	4	11.1434
2014-06-06	5	9.9415
2014-06-06	6	9.8421
2014-06-06	7	9.8007
2014-06-06	8	9.7569
2014-06-06	9	9.6448
2014-06-06	9.2	9.6361
2014-06-09	0.1	22.9926
2014-06-09	1	22.2401
2014-06-09	2	19.2528
2014-06-09	3	14.527
2014-06-09	4	11.5968
2014-06-09	5	10.2166
2014-06-09	6	9.8998
2014-06-09	7	9.8204
2014-06-09	8	9.7775
2014-06-09	9	9.6145
2014-06-09	9.2	9.5937
2014-06-12	0.1	23.5599
2014-06-12	1	21.8129
2014-06-12	2	20.1252
2014-06-12	3	15.3844
2014-06-12	4	12.1125
2014-06-12	5	10.4292
2014-06-12	6	9.9623
2014-06-12	7	9.8409
2014-06-12	8	9.7474
2014-06-12	9	9.6457
2014-06-12	9.2	9.6362
2014-06-16	0.1	24.1882
2014-06-16	1	22.8787
2014-06-16	2	20.4868
2014-06-16	3	16.9119
2014-06-16	4	12.2099
2014-06-16	5	10.4825
2014-06-16	6	10.1081
2014-06-16	7	9.896
2014-06-16	8	9.8184
2014-06-16	9	9.6232
2014-06-16	9.2	9.5917
2014-06-19	0.1	25.7921
2014-06-19	1	24.0161
2014-06-19	2	21.7379
2014-06-19	3	16.9067
2014-06-19	4	13.1023
2014-06-19	5	10.8473
2014-06-19	6	10.1856
2014-06-19	7	9.9445
2014-06-19	8	9.911
2014-06-19	9	9.6878
2014-06-19	9.2	9.6505
2014-06-23	0.1	24.9734
2014-06-23	1	24.0891
2014-06-23	2	21.7389
2014-06-23	3	17.4699
2014-06-23	4	12.7206
2014-06-23	5	10.8033
2014-06-23	6	10.2164
2014-06-23	7	9.9659
2014-06-23	8	9.8904
2014-06-23	9	9.6975
2014-06-23	9.2	9.6639
2014-06-25	0.1	25.306
2014-06-25	1	24.8583
2014-06-25	2	22.2197
2014-06-25	3	17.1732
2014-06-25	4	12.7178
2014-06-25	5	11.0692
2014-06-25	6	10.2903
2014-06-25	7	9.9399
2014-06-25	8	9.8537
2014-06-25	9	9.6781
2014-06-25	9.2	9.6565
2014-06-29	0.1	25.5807
2014-06-29	1	24.8403
2014-06-29	2	23.0611
2014-06-29	3	18.5052
2014-06-29	4	13.6903
2014-06-29	5	11.2114
2014-06-29	6	10.4812
2014-06-29	7	9.941
2014-06-29	8	9.9971
2014-06-29	9	9.9393
2014-06-29	9.2	9.836
2014-06-30	0.1	24.6683
2014-06-30	1	24.2948
2014-06-30	2	23.0278
2014-06-30	3	18.3777
2014-06-30	4	13.4536
2014-06-30	5	10.9813
2014-06-30	6	10.1532
2014-06-30	7	10.1185
2014-06-30	8	10.1231
2014-06-30	9	10.0784
2014-06-30	9.2	10.0777
2014-07-01	0.1	25.9951
2014-07-01	1	24.8722
2014-07-01	2	23.1896
2014-07-01	3	18.0613
2014-07-01	4	13.2998
2014-07-01	5	11.238
2014-07-01	6	10.2754
2014-07-01	7	10.2245
2014-07-01	8	10.2141
2014-07-01	9	10.2118
2014-07-01	9.2	10.1967
2014-07-02	0.1	26.5658
2014-07-02	1	25.667
2014-07-02	2	23.4628
2014-07-02	3	18.1279
2014-07-02	4	13.4343
2014-07-02	5	11.0682
2014-07-02	6	10.3164
2014-07-02	7	10.2837
2014-07-02	8	10.2836
2014-07-02	9	10.2657
2014-07-02	9.2	10.2444
2014-07-07	0.1	24.5992
2014-07-07	1	24.3004
2014-07-07	2	23.0728
2014-07-07	3	18.9141
2014-07-07	4	14.6987
2014-07-07	5	10.7348
2014-07-07	6	10.5367
2014-07-07	7	10.5056
2014-07-07	8	10.4864
2014-07-07	9	10.4811
2014-07-07	9.2	10.479
2014-07-09	0.1	25.3279
2014-07-09	1	24.8063
2014-07-09	2	23.7004
2014-07-09	3	19.18
2014-07-09	4	14.8708
2014-07-09	5	10.7714
2014-07-09	6	10.6322
2014-07-09	7	10.6217
2014-07-09	8	10.6066
2014-07-09	9	10.585
2014-07-09	9.2	10.5796
2014-07-14	0.1	26.6282
2014-07-14	1	25.6012
2014-07-14	2	24.1009
2014-07-14	3	20.2447
2014-07-14	4	14.3369
2014-07-14	5	11.591
2014-07-14	6	10.8712
2014-07-14	7	10.8242
2014-07-14	8	10.7978
2014-07-14	9	10.7946
2014-07-14	9.2	10.7925
2014-07-16	0.1	25.6007
2014-07-16	1	25.58
2014-07-16	2	25.4506
2014-07-16	3	20.5508
2014-07-16	4	14.6335
2014-07-16	5	11.599
2014-07-16	6	10.9349
2014-07-16	7	10.8864
2014-07-16	8	10.8697
2014-07-16	9	10.8603
2014-07-16	9.2	10.8572
2014-07-21	0.1	24.0229
2014-07-21	1	23.9154
2014-07-21	2	23.4849
2014-07-21	3	20.2944
2014-07-21	4	15.376
2014-07-21	5	11.7065
2014-07-21	6	11.0502
2014-07-21	7	11.0002
2014-07-21	8	10.9968
2014-07-21	9	10.9852
2014-07-21	9.2	10.9844
2014-07-23	0.1	25.0366
2014-07-23	1	24.7624
2014-07-23	2	23.6971
2014-07-23	3	20.6385
2014-07-23	4	15.6776
2014-07-23	5	11.4528
2014-07-23	6	11.1168
2014-07-23	7	11.1048
2014-07-23	8	11.0669
2014-07-23	9	11.05
2014-07-23	9.2	11.047
2014-07-28	0.1	24.9737
2014-07-28	1	24.945
2014-07-28	2	23.7343
2014-07-28	3	21.1054
2014-07-28	4	15.5827
2014-07-28	5	11.4942
2014-07-28	6	11.2606
2014-07-28	7	11.2417
2014-07-28	8	11.2238
2014-07-28	9	11.2093
2014-07-28	9.2	11.2085
2014-07-30	0.1	23.8457
2014-07-30	1	23.626
2014-07-30	2	23.4296
2014-07-30	3	20.8442
2014-07-30	4	15.6873
2014-07-30	5	11.9023
2014-07-30	6	11.3131
2014-07-30	7	11.2919
2014-07-30	8	11.2678
2014-07-30	9	11.2622
2014-07-30	9.2	11.2606
2014-08-02	0.1	23.1517
2014-08-02	1	23.1282
2014-08-02	2	22.9891
2014-08-02	3	21.0213
2014-08-02	4	15.9013
2014-08-02	5	11.9154
2014-08-02	6	11.3714
2014-08-02	7	11.3413
2014-08-02	8	11.3046
2014-08-02	9	11.2052
2014-08-02	9.2	11.2049
2014-08-04	0.1	23.715
2014-08-04	1	23.3929
2014-08-04	2	22.7922
2014-08-04	3	21.4666
2014-08-04	4	16.412
2014-08-04	5	12.3036
2014-08-04	6	11.3729
2014-08-04	7	11.2912
2014-08-04	8	11.2592
2014-08-04	9	11.1576
2014-08-04	9.2	11.123
2014-08-06	0.1	24.2232
2014-08-06	1	23.8384
2014-08-06	2	22.9562
2014-08-06	3	20.9965
2014-08-06	4	16.7666
2014-08-06	5	12.4207
2014-08-06	6	11.382
2014-08-06	7	11.2927
2014-08-06	8	11.2675
2014-08-06	9	11.1408
2014-08-06	9.2	11.094
2014-08-09	0.1	23.2407
2014-08-09	1	23.2506
2014-08-09	2	23.1248
2014-08-09	3	21.6469
2014-08-09	4	17.3031
2014-08-09	5	12.5878
2014-08-09	6	11.4247
2014-08-09	7	11.2802
2014-08-09	8	11.2266
2014-08-09	9	11.22
2014-08-09	9.2	11.138
2014-08-10	0.1	22.5459
2014-08-10	1	22.3999
2014-08-10	2	22.1195
2014-08-10	3	21.376
2014-08-10	4	17.0954
2014-08-10	5	12.3601
2014-08-10	6	11.4393
2014-08-10	7	11.2139
2014-08-10	8	11.1686
2014-08-10	9	11.1845
2014-08-10	9.2	11.0945
2014-08-11	0.1	22.3619
2014-08-11	1	22.2812
2014-08-11	2	21.9144
2014-08-11	3	21.1182
2014-08-11	4	16.7729
2014-08-11	5	12.7898
2014-08-11	6	11.4874
2014-08-11	7	11.2568
2014-08-11	8	11.2073
2014-08-11	9	11.1679
2014-08-11	9.2	11.1386
2014-08-13	0.1	22.5351
2014-08-13	1	22.5154
2014-08-13	2	21.8728
2014-08-13	3	21.1172
2014-08-13	4	17.6401
2014-08-13	5	12.5698
2014-08-13	6	11.3874
2014-08-13	7	11.2404
2014-08-13	8	11.1985
2014-08-13	9	11.2098
2014-08-13	9.2	11.1824
2014-08-18	0.1	23.205
2014-08-18	1	22.5314
2014-08-18	2	21.8151
2014-08-18	3	20.3959
2014-08-18	4	16.787
2014-08-18	5	12.6563
2014-08-18	6	11.6079
2014-08-18	7	11.2345
2014-08-18	8	11.1806
2014-08-18	9	11.1879
2014-08-18	9.2	11.0576
2014-08-19	0.1	22.7996
2014-08-19	1	22.6387
2014-08-19	2	21.5589
2014-08-19	3	20.4787
2014-08-19	4	16.3788
2014-08-19	5	12.4859
2014-08-19	6	11.4637
2014-08-19	7	11.2653
2014-08-19	8	11.2312
2014-08-19	9	11.2225
2014-08-19	9.2	11.2224
2014-08-21	0.1	24.1502
2014-08-21	1	23.4109
2014-08-21	2	22.3648
2014-08-21	3	20.5014
2014-08-21	4	16.6868
2014-08-21	5	13.0184
2014-08-21	6	11.4637
2014-08-21	7	11.4283
2014-08-21	8	11.4128
2014-08-21	9	11.3992
2014-08-21	9.2	11.3992
2014-08-25	0.1	23.6362
2014-08-25	1	23.0097
2014-08-25	2	22.0642
2014-08-25	3	20.6277
2014-08-25	4	17.4005
2014-08-25	5	12.8215
2014-08-25	6	11.6481
2014-08-25	7	11.6363
2014-08-25	8	11.6063
2014-08-25	9	11.5961
2014-08-25	9.2	11.598
2014-09-03	0.1	26.5518
2014-09-03	1	25.8134
2014-09-03	2	23.7207
2014-09-03	3	21.2659
2014-09-03	4	17.3869
2014-09-03	5	13.4223
2014-09-03	6	12.0677
2014-09-03	7	12.0063
2014-09-03	8	11.9853
2014-09-03	9	11.9711
2014-09-03	9.2	11.9703
2014-09-08	0.1	24.0448
2014-09-08	1	24.0478
2014-09-08	2	24.0236
2014-09-08	3	21.6009
2014-09-08	4	17.7936
2014-09-08	5	13.0114
2014-09-08	6	12.185
2014-09-08	7	12.1622
2014-09-08	8	12.1476
2014-09-08	9	12.1371
2014-09-08	9.2	12.1339
2014-09-15	0.1	21.6138
2014-09-15	1	21.4982
2014-09-15	2	21.422
2014-09-15	3	21.3564
2014-09-15	4	19.1828
2014-09-15	5	15.2656
2014-09-15	6	12.4114
2014-09-15	7	12.39
2014-09-15	8	12.3777
2014-09-15	9	12.3693
2014-09-15	9.2	12.367
2014-09-22	0.1	21.1751
2014-09-22	1	21.1675
2014-09-22	2	21.1474
2014-09-22	3	20.947
2014-09-22	4	20.0719
2014-09-22	5	15.5503
2014-09-22	6	12.8819
2014-09-22	7	12.711
2014-09-22	8	12.7064
2014-09-22	9	12.6842
2014-09-22	9.2	12.6822
2014-09-29	0.1	19.9163
2014-09-29	1	19.8779
2014-09-29	2	19.4162
2014-09-29	3	19.1858
2014-09-29	4	18.7279
2014-09-29	5	15.9818
2014-09-29	6	13.0227
2014-09-29	7	12.9868
2014-09-29	8	12.9778
2014-09-29	9	12.9717
2014-09-29	9.2	12.9724
2014-10-04	0.1	20.2158
2014-10-04	1	20.2138
2014-10-04	2	19.9633
2014-10-04	3	19.295
2014-10-04	4	18.4873
2014-10-04	5	16.1968
2014-10-04	6	13.2392
2014-10-04	7	13.1856
2014-10-04	8	13.1779
2014-10-04	9	13.1647
2014-10-04	9.2	13.1617
2014-10-15	0.1	17.6674
2014-10-15	1	17.6115
2014-10-15	2	17.6074
2014-10-15	3	17.0363
2014-10-15	4	16.5926
2014-10-15	5	16.241
2014-10-15	6	13.6093
2014-10-15	7	13.5518
2014-10-15	8	13.5373
2014-10-15	9	13.5347
2014-10-15	9.2	13.5339
2014-10-23	0.1	14.2302
2014-10-23	1	14.2266
2014-10-23	2	14.2231
2014-10-23	3	14.2213
2014-10-23	4	14.2216
2014-10-23	5	14.2197
2014-10-23	6	14.2238
2014-10-23	7	14.231
2014-10-23	8	14.2323
2014-10-23	9	14.228
2014-10-23	9.2	14.228
2014-11-10	0.1	10.4709
2014-11-10	1	10.3537
2014-11-10	2	10.3263
2014-11-10	3	10.3145
2014-11-10	4	10.3037
2014-11-10	5	10.2926
2014-11-10	6	10.2838
2014-11-10	7	10.2818
2014-11-10	8	10.2738
2014-11-10	9	10.2676
2014-11-10	9.2	10.2683
2014-12-10	0.1	5.3478
2014-12-10	1	5.3463
2014-12-10	2	5.3491
2014-12-10	3	5.3418
2014-12-10	4	5.3259
2014-12-10	5	5.3134
2014-12-10	6	5.3071
2014-12-10	7	5.3089
2014-12-10	8	5.3049
2014-12-10	9	5.3158
2014-12-10	9.2	5.3132
2015-02-05	1	1.6
2015-02-05	2	1.6
2015-02-05	3	1.7
2015-03-16	0.1	6.3766
2015-03-16	1	6.2508
2015-03-16	2	6.0425
2015-03-16	3	5.7714
2015-03-16	4	5.7395
2015-03-16	5	5.6813
2015-03-16	6	5.4842
2015-03-16	7	5.1612
2015-03-16	8	4.3027
2015-03-16	9	4.169
2015-03-16	9.2	4.169
2015-03-31	0.1	9.1399
2015-03-31	1	8.9267
2015-03-31	2	8.1478
2015-03-31	3	7.582
2015-03-31	4	7.2402
2015-03-31	5	6.9913
2015-03-31	6	6.7038
2015-03-31	7	6.313
2015-03-31	8	6.0283
2015-03-31	9	5.8218
2015-03-31	9.2	5.806
2015-04-07	0.1	13.7867
2015-04-07	1	12.9994
2015-04-07	2	11.8013
2015-04-07	3	10.8773
2015-04-07	4	8.6521
2015-04-07	5	7.3463
2015-04-07	6	6.8723
2015-04-07	7	6.6867
2015-04-07	8	6.5929
2015-04-07	9	6.424
2015-04-07	9.2	6.3577
2015-04-13	0.1	15.5058
2015-04-13	1	14.1431
2015-04-13	2	13.4438
2015-04-13	3	11.6347
2015-04-13	4	9.3562
