time,FLOW,TEMP,SALT,OXY_oxy,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_docr,OGM_poc,OGM_don,OGM_donr,OGM_pon,OGM_dop,OGM_dopr,OGM_pop,CAR_dic,CAR_ch4,SIL_rsi
2013-05-15,1.00E-08,7.84734375,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-16,1.00E-08,7.972434146,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-17,1.00E-08,8.104100917,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-18,1.00E-08,8.235767688,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-19,1.00E-08,8.367434459,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-20,1.00E-08,8.499101229,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-21,1.00E-08,8.630768,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-22,1.00E-08,8.664174278,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-23,1.00E-08,8.697580556,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-24,1.00E-08,8.76841131,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-25,1.00E-08,8.839242063,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-26,1.00E-08,8.910072817,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-27,1.00E-08,8.980903571,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-28,1.00E-08,9.051734325,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-29,1.00E-08,9.122565079,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-30,1.00E-08,9.193395833,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-31,1.00E-08,9.249011404,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-01,1.00E-08,9.304626974,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-02,1.00E-08,9.360242544,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-03,1.00E-08,9.415858114,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-04,1.00E-08,9.471473684,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-05,1.00E-08,9.529351358,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-06,1.00E-08,9.587229032,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-07,1.00E-08,9.627848694,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-08,1.00E-08,9.668468356,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-09,1.00E-08,9.709088018,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-10,1.00E-08,9.74970768,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-11,1.00E-08,9.790327343,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-12,1.00E-08,9.830947005,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-13,1.00E-08,9.871566667,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-14,1.00E-08,9.899037363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-15,1.00E-08,9.926508059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-16,1.00E-08,9.953978755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-17,1.00E-08,9.981449451,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-18,1.00E-08,10.00892015,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-19,1.00E-08,10.03639084,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-20,1.00E-08,10.06386154,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-21,1.00E-08,10.0636978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-22,1.00E-08,10.06353407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-23,1.00E-08,10.06337033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-24,1.00E-08,10.06320659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-25,1.00E-08,10.06304286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-26,1.00E-08,10.05174696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-27,1.00E-08,10.04045106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-28,1.00E-08,10.03827872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-29,1.00E-08,10.03610637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-30,1.00E-08,10.03393402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-01,1.00E-08,10.03176168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-02,1.00E-08,10.02958933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-03,1.00E-08,10.02741698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-04,1.00E-08,10.08203796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-05,1.00E-08,10.13665895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-06,1.00E-08,10.19127993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-07,1.00E-08,10.24590091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-08,1.00E-08,10.3005219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-09,1.00E-08,10.35514288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-10,1.00E-08,10.40976387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-11,1.00E-08,10.46438485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-12,1.00E-08,10.5088435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-13,1.00E-08,10.55330215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-14,1.00E-08,10.5977608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-15,1.00E-08,10.64221944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-16,1.00E-08,10.6939663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-17,1.00E-08,10.74571315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-18,1.00E-08,10.79746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-19,1.00E-08,10.71930333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-20,1.00E-08,10.64114667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-21,1.00E-08,10.56299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-22,1.00E-08,10.48483333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-23,1.00E-08,10.53283254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-24,1.00E-08,10.58083175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-25,1.00E-08,10.62883095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-26,1.00E-08,10.68018053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-27,1.00E-08,10.73153011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-28,1.00E-08,10.78287969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-29,1.00E-08,10.83422927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-30,1.00E-08,10.80146204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-31,1.00E-08,10.76869481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-01,1.00E-08,10.73592759,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-02,1.00E-08,10.82012136,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-03,1.00E-08,10.90431513,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-04,1.00E-08,10.98850891,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-05,1.00E-08,11.07270268,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-06,1.00E-08,11.15689645,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-07,1.00E-08,11.24109023,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-08,1.00E-08,11.325284,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-09,1.00E-08,11.9499105,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-10,1.00E-08,12.574537,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-11,1.00E-08,13.1991635,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-12,1.00E-08,13.82379,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-13,1.00E-08,13.72236195,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-14,1.00E-08,13.6209339,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-15,1.00E-08,13.51950585,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-16,1.00E-08,13.41807779,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-17,1.00E-08,13.31664974,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-18,1.00E-08,13.21522169,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-19,1.00E-08,13.11379364,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-20,1.00E-08,13.01236559,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21,1.00E-08,12.91093754,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-22,1.00E-08,12.80950949,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-23,1.00E-08,12.70808143,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-24,1.00E-08,12.60665338,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-25,1.00E-08,12.50522533,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-26,1.00E-08,12.40379728,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-27,1.00E-08,12.30236923,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-28,1.00E-08,12.20094118,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-29,1.00E-08,12.23551895,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-30,1.00E-08,12.27009673,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-31,1.00E-08,12.30467451,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-01,1.00E-08,12.33925229,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-02,1.00E-08,12.37383007,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-03,1.00E-08,12.40840784,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-04,1.00E-08,12.44298562,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-05,1.00E-08,12.4775634,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-06,1.00E-08,12.51214118,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-07,1.00E-08,12.54671895,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-08,1.00E-08,12.58129673,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-09,1.00E-08,12.61587451,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-10,1.00E-08,12.65045229,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-11,1.00E-08,12.68503007,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-12,1.00E-08,12.71960784,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-13,1.00E-08,12.75418562,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-14,1.00E-08,12.7887634,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-15,1.00E-08,12.82334118,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-16,1.00E-08,12.85791895,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-17,1.00E-08,12.89249673,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-18,1.00E-08,12.92707451,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-19,1.00E-08,12.95663581,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-20,1.00E-08,12.98619711,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-21,1.00E-08,13.01575841,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-22,1.00E-08,13.04531971,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-23,1.00E-08,13.07488101,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-24,1.00E-08,13.10444231,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-25,1.00E-08,13.13400361,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-26,1.00E-08,13.13719365,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-27,1.00E-08,13.14038369,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-28,1.00E-08,13.14357373,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-29,1.00E-08,13.14676377,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-30,1.00E-08,13.14995381,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-01,1.00E-08,13.15314385,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-02,1.00E-08,13.15633389,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-03,1.00E-08,13.15952393,0,904231800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
